"Origin","Proverb"
"African","No matter how far you have walked in the wrong direction certainly you have to turn back and take the right direction."
"African","No goal is unachievable."
"African","Maize cannot get justice in a chicken's court."
"African","No man is a hero to his debtors."
"African","No matter how angry a rat may be it will be eaten by a cat."
"African","No matter how beautiful and well crafted a coffin might look, it will not make anyone wish for death."
"African","No matter how big a child is, he cannot deny that he was once carried on the back of a woman."
"African","No matter how big the butterfly may be, it cannot be called a bat."
"African","No matter how black a cow is the milk is always white."
"African","No cloth can be better than your skin."
"African","Kindness is a language, which the blind can see and the deaf can hear."
"African","Lack of knowledge is darker than night."
"African","It's unworthy to dig a new pit to fill up an old one."
"African","It's useless to tell a river to stop running; the best thing is to learn how to swim in the direction it's flowing."
"African","It's wise to do what you're born to do."
"African","Its better to stumble with your feet than to stumble with your mouth."
"African","It's those ugly caterpillars that turn into beautiful butterflies after seasons."
"African","Keep your friends close but remember to keep your enemies closer."
"African","It's the young trees that make up the forest."
"African","Kings beget kings."
"African","Kinship is like tough gourds when they knock each other they never break."
"African","Knowledge is better than wealth, you have to look after wealth, but knowledge looks after you."
"African","Knowledge is like a garden, if you don't cultivate it you cannot harvest it."
"African","Knowledge is not the main thing, but deeds."
"African","Man invented language to satisfy is deep need to complain."
"African","Judge not your beauty by the number of people who look at you, but rather by the number of people who smile at you."
"African","It's only a dead man who has everybody on his side."
"African","It's better to know yourself that someone to tell you who you're."
"African","It's better to light a candle than curse the darkness."
"African","It's better to live with a dumb person than a liar."
"African","It's evil to give meat to those who do not eat meat."
"African","It's much easier to fall in love than to stay in love."
"African","It's too late to fatten a cow on the market day."
"African","It's not the monkey on top that make a tree fall but it's the work and effort of numerous small insects and ants."
"African","Language is not plain."
"African","It's only the ant that hears the whispers of the sand."
"African","It's only when you aim at one spot that your urine foams."
"African","It's out of ignorance that a goat will attend a leopard's party."
"African","It's the big birds that teach the young ones to flight."
"African","It's the orator's wit to make a story appear old."
"African","It's the tortoise's shell, ugly and hard that protects its life long journey on earth."
"African","It's not the aroma of the soup that tells you whether it's sweet or not, but it's the tongue's taste."
"African","Love is in blood not in talking."
"African","Knowledge without wisdom is like water without sand."
"African","Little by little, a little becomes a lot."
"African","Live patiently in the world; know that those who hate you are more numerous than those who love you."
"African","Living near a lake doesn't mean you eat fish whenever you need."
"African","Looking at a king's mouth one would never think he sucked his mother's breast."
"African","Listening is the most difficult skill to learn and the most important to have."
"African","Love is a painkiller."
"African","Like a person, even the moon grows and vanishes in a transitional process."
"African","Love is like a baby: it needs to be treated tenderly."
"African","Love is like a baby: it needs to be treated tenderly."
"African","Love is like a baby; it needs to be treated tenderly."
"African","Love is like cough you can't hold it back."
"African","Love never gets lost it's only kept."
"African","Lower your head modestly while passing, and you will harvest bananas."
"African","Love begets love."
"African","Life is like shopping in a market; when you finish, you go home."
"African","Laughter does wonders for the heart."
"African","Let a wrong-doing repeat itself at least three times: the first may be an accident, the second a mistake, but the third is likely to be intentional."
"African","Let us be glad to those who make us happy for their gods who make our souls happy."
"African","Life is a teacher."
"African","Life is like a boat you move on when you paddle and stay in the same place if not."
"African","Little by little grow the bananas."
